nome,latitude,longitude,cep,estado,uf
Tunas,"-29,1059","-52,8987",99330-000,Rio Grande do Sul,RS
Tupanci do Sul,"-27,9264","-51,5445",99878-000,Rio Grande do Sul,RS
Tupanciretã,"-29,0219","-53,9747",98170-000,Rio Grande do Sul,RS
Tupandi,"-29,48","-51,4304",95775-000,Rio Grande do Sul,RS
Tuparendi,"-27,6892","-54,5591",98940-000,Rio Grande do Sul,RS
Turuçu,"-31,5232","-52,1287",96148-000,Rio Grande do Sul,RS
Ubiretama,"-28,0519","-54,6625",98898-000,Rio Grande do Sul,RS
União da Serra,"-28,7853","-52,0397",99215-000,Rio Grande do Sul,RS
Unistalda,"-29,0825","-55,1919",97755-000,Rio Grande do Sul,RS
Uruguaiana,"-29,828","-56,6322",97500-000,Rio Grande do Sul,RS
Vacaria,"-28,4122","-50,9443",95200-000,Rio Grande do Sul,RS
Vale do Sol,"-29,5816","-52,6816",96878-000,Rio Grande do Sul,RS
Vale Real,"-29,3499","-51,2301",95778-000,Rio Grande do Sul,RS
Vale Verde,"-29,8351","-52,1056",95833-000,Rio Grande do Sul,RS
Vanini,"-28,4883","-51,8332",99290-000,Rio Grande do Sul,RS
Venâncio Aires,"-29,5421","-52,2196",95800-000,Rio Grande do Sul,RS
Vera Cruz,"-29,715","-52,505833",95800-000,Rio Grande do Sul,RS
Veranópolis,"-28,9779","-51,5566",95330-000,Rio Grande do Sul,RS
Vespasiano Correa,"-29,0706","-51,8665",95972-000,Rio Grande do Sul,RS
Viadutos,"-27,5774","-51,9874",99820-000,Rio Grande do Sul,RS
Viamão,"-30,2042","-50,9222",94400-000,Rio Grande do Sul,RS
Vicente Dutra,"-27,1798","-53,3997",98450-000,Rio Grande do Sul,RS
Victor Graeff,"-28,545","-52,6807",99350-000,Rio Grande do Sul,RS
Vila Flores,"-28,8684","-51,5293",95334-000,Rio Grande do Sul,RS
Vila Lângaro,"-28,1278","-52,1415",99955-000,Rio Grande do Sul,RS
Vila Maria,"-28,555","-52,1638",99155-000,Rio Grande do Sul,RS
Vila Nova do Sul,"-30,3371","-53,88",97385-000,Rio Grande do Sul,RS
Vista Alegre,"-27,3108","-53,5157",98415-000,Rio Grande do Sul,RS
Vista Alegre do Prata,"-28,8307","-51,7922",95325-000,Rio Grande do Sul,RS
Vista Gaúcha,"-27,2674","-53,6974",98535-000,Rio Grande do Sul,RS
Vitória das Missões,"-28,3547","-54,4817",98850-000,Rio Grande do Sul,RS
Westfalia,"-29,416944","-51,765",98850-000,Rio Grande do Sul,RS
Xangri-lá,"-29,8105","-50,0922",95588-000,Rio Grande do Sul,RS
Abdon Batista,"-27,5898","-51,0402",89636-000,Santa Catarina,SC
Abelardo Luz,"-26,5983","-52,2232",89830-000,Santa Catarina,SC
Agrolândia,"-27,4639","-49,8376",88420-000,Santa Catarina,SC
Agronômica,"-27,3166","-49,7312",89188-000,Santa Catarina,SC
Água Doce,"-26,7969","-51,6364",89654-000,Santa Catarina,SC
Águas de Chapecó,"-27,0723","-52,9639",89883-000,Santa Catarina,SC
Águas Frias,"-26,8576","-52,8506",89843-000,Santa Catarina,SC
Águas Mornas,"-27,7423","-48,9202",88150-000,Santa Catarina,SC
Alfredo Wagner,"-27,7048","-49,3407",88450-000,Santa Catarina,SC
Alto Bela Vista,"-27,41","-51,9315",89730-000,Santa Catarina,SC
Anchieta,"-26,5267","-53,3546",89970-000,Santa Catarina,SC
Angelina,"-27,5345","-49,0856",88460-000,Santa Catarina,SC
Anita Garibaldi,"-27,7262","-51,0584",88590-000,Santa Catarina,SC
Anitápolis,"-27,869","-49,132",88475-000,Santa Catarina,SC
Antônio Carlos,"-27,4981","-48,8392",88180-000,Santa Catarina,SC
Apiúna,"-27,1074","-49,3813",89135-000,Santa Catarina,SC
Arabutã,"-27,1414","-52,1813",89740-000,Santa Catarina,SC
Araquari,"-26,4683","-48,8008",89245-000,Santa Catarina,SC
Araranguá,"-28,9395","-49,5112",88900-000,Santa Catarina,SC
Armazém,"-28,2241","-49,0078",88740-000,Santa Catarina,SC
Arroio Trinta,"-26,9162","-51,3453",89590-000,Santa Catarina,SC
Arvoredo,"-27,0691","-52,4489",89778-000,Santa Catarina,SC
Ascurra,"-26,9858","-49,3708",89138-000,Santa Catarina,SC
Atalanta,"-27,443","-49,7609",88410-000,Santa Catarina,SC
Aurora,"-27,3393","-49,5782",89186-000,Santa Catarina,SC
Balneário Arroio do Silva,"-29,007","-49,4785",88914-000,Santa Catarina,SC
Balneário Barra do Sul,"-26,4189","-48,6515",89247-000,Santa Catarina,SC
Balneário Camboriú,"-26,9981","-48,6187",88330-000,Santa Catarina,SC
Balneário Gaivota,"-29,1301","-49,6119",88955-000,Santa Catarina,SC
Balneário Piçarras,"-26,763889","-48,671667",89750-000,Santa Catarina,SC
Bandeirante,"-26,7686","-53,6491",89905-000,Santa Catarina,SC
Barra Bonita,"-26,653889","-53,44",89905-000,Santa Catarina,SC
Barra Velha,"-26,65","-48,7378",88390-000,Santa Catarina,SC
Bela Vista do Toldo,"-26,4594","-50,5106",89478-000,Santa Catarina,SC
Belmonte,"-26,8532","-53,614",89925-000,Santa Catarina,SC
Benedito Novo,"-26,7859","-49,436",89124-000,Santa Catarina,SC
Biguaçu,"-27,4117","-48,7082",88160-000,Santa Catarina,SC
Blumenau,"-26,8742","-49,1023",89000-000,Santa Catarina,SC
Bocaina do Sul,"-27,7389","-49,9171",88538-000,Santa Catarina,SC
Bom Jardim da Serra,"-28,3674","-49,6422",88640-000,Santa Catarina,SC
Bom Jesus,"-26,7408","-52,3918",89824-000,Santa Catarina,SC
Bom Jesus do Oeste,"-26,6905","-53,0967",89873-000,Santa Catarina,SC
Bom Retiro,"-27,7605","-49,6196",88680-000,Santa Catarina,SC
Bombinhas,"-27,1788","-48,5019",88215-000,Santa Catarina,SC
Botuverá,"-27,2046","-49,1117",88370-000,Santa Catarina,SC
Braço do Norte,"-28,2473","-49,1299",88750-000,Santa Catarina,SC
Braço do Trombudo,"-27,3789","-49,9138",89178-000,Santa Catarina,SC
Brunópolis,"-27,3478","-50,8363",89634-000,Santa Catarina,SC
Brusque,"-27,1134","-48,9039",88350-000,Santa Catarina,SC
Caçador,"-26,7683","-51,1197",89500-000,Santa Catarina,SC
Caibi,"-27,0342","-53,2784",89888-000,Santa Catarina,SC
Calmon,"-26,6404","-51,0244",89430-000,Santa Catarina,SC
Camboriú,"-27,0756","-48,7153",88340-000,Santa Catarina,SC
Campo Alegre,"-26,0853","-49,1875",89294-000,Santa Catarina,SC
Campo Belo do Sul,"-27,8394","-50,7658",88580-000,Santa Catarina,SC
Campo Erê,"-26,4583","-53,1826",89980-000,Santa Catarina,SC
Campos Novos,"-27,3772","-51,2416",89620-000,Santa Catarina,SC
Canelinha,"-27,2487","-48,7878",88230-000,Santa Catarina,SC
Canoinhas,"-26,272","-50,5014",89460-000,Santa Catarina,SC
Capão Alto,"-28,0683","-50,6292",88548-000,Santa Catarina,SC
Capinzal,"-27,4297","-51,6571",89665-000,Santa Catarina,SC
Capivari de Baixo,"-28,4524","-48,9536",88745-000,Santa Catarina,SC
Catanduvas,"-27,0539","-51,7239",89670-000,Santa Catarina,SC
Caxambu do Sul,"-27,1309","-52,9186",89880-000,Santa Catarina,SC
Celso Ramos,"-27,638","-51,3206",88598-000,Santa Catarina,SC
Cerro Negro,"-27,7727","-50,9404",88585-000,Santa Catarina,SC
Chapadão do Lageado,"-27,5849","-49,5564",88407-000,Santa Catarina,SC
Chapecó,"-27,1192","-52,6615",89800-000,Santa Catarina,SC
Cocal do Sul,"-28,5999","-49,3258",88845-000,Santa Catarina,SC
Concórdia,"-27,2294","-52,0011",89700-000,Santa Catarina,SC
Cordilheira Alta,"-26,9755","-52,633",89819-000,Santa Catarina,SC
Coronel Freitas,"-26,8943","-52,7633",89840-000,Santa Catarina,SC
Coronel Martins,"-26,5477","-52,6739",89837-000,Santa Catarina,SC
Correia Pinto,"-27,5551","-50,3802",88535-000,Santa Catarina,SC
Corupá,"-26,4237","-49,3179",89280-000,Santa Catarina,SC
Criciúma,"-28,721","-49,3872",88800-000,Santa Catarina,SC
Cunha Porã,"-26,8661","-53,2102",89890-000,Santa Catarina,SC
Cunhataí,"-26,9774","-53,1079",89886-000,Santa Catarina,SC
Curitibanos,"-27,2741","-50,6096",89520-000,Santa Catarina,SC
Descanso,"-26,8738","-53,4842",89910-000,Santa Catarina,SC
Dionísio Cerqueira,"-26,3334","-53,534",89950-000,Santa Catarina,SC
Dona Emma,"-26,9769","-49,8108",89155-000,Santa Catarina,SC
Doutor Pedrinho,"-26,7114","-49,5583",89126-000,Santa Catarina,SC
Entre Rios,"-26,7314","-52,597",89862-000,Santa Catarina,SC
Ermo,"-28,9744","-49,6494",88935-000,Santa Catarina,SC
Erval Velho,"-27,2903","-51,3865",89613-000,Santa Catarina,SC
Faxinal dos Guedes,"-26,8315","-52,2621",89694-000,Santa Catarina,SC
Flor do Sertão,"-26,7564","-53,3368",89878-000,Santa Catarina,SC
Florianópolis,"-27,6145","-48,5012",88000-000,Santa Catarina,SC
Formosa do Sul,"-26,647","-52,8043",89859-000,Santa Catarina,SC
Forquilhinha,"-28,7861","-49,467",88850-000,Santa Catarina,SC
Fraiburgo,"-27,0479","-50,8069",89580-000,Santa Catarina,SC
Frei Rogério,"-27,2178","-50,7702",89530-000,Santa Catarina,SC
Galvão,"-26,4588","-52,6854",89838-000,Santa Catarina,SC
Garopaba,"-28,0399","-48,6532",88495-000,Santa Catarina,SC
Garuva,"-26,0605","-48,8708",89248-000,Santa Catarina,SC
Gaspar,"-26,924","-48,9826",89110-000,Santa Catarina,SC
Governador Celso Ramos,"-27,3518","-48,5293",88190-000,Santa Catarina,SC
Grão Pará,"-28,1358","-49,3161",88890-000,Santa Catarina,SC
Gravatal,"-28,3153","-49,0435",88735-000,Santa Catarina,SC
Guabiruba,"-27,1119","-49,0221",88360-000,Santa Catarina,SC
Guaraciaba,"-26,5739","-53,5979",89920-000,Santa Catarina,SC
Guaramirim,"-26,4607","-48,9371",89270-000,Santa Catarina,SC
Guarujá do Sul,"-26,4056","-53,4721",89940-000,Santa Catarina,SC
Guatambú,"-27,1105","-52,7894",89817-000,Santa Catarina,SC
Herval d Oeste,"-27,193889","-51,495",89817-000,Santa Catarina,SC
Ibiam,"-27,2094","-51,2223",89652-000,Santa Catarina,SC
Ibicaré,"-27,0974","-51,3714",89640-000,Santa Catarina,SC
Ibirama,"-27,034","-49,5232",89140-000,Santa Catarina,SC
Içara,"-28,7271","-49,228",88820-000,Santa Catarina,SC
Ilhota,"-26,854","-48,8865",88320-000,Santa Catarina,SC
Imaruí,"-28,1962","-48,8232",88770-000,Santa Catarina,SC
Imbituba,"-28,1909","-48,7045",88780-000,Santa Catarina,SC
Imbuia,"-27,5112","-49,4066",88440-000,Santa Catarina,SC
Indaial,"-27,0106","-49,2215",89130-000,Santa Catarina,SC
Iomerê,"-26,9859","-51,2605",89558-000,Santa Catarina,SC
Ipira,"-27,3872","-51,7971",89669-000,Santa Catarina,SC
Iporã do Oeste,"-26,9916","-53,4902",89899-000,Santa Catarina,SC
Ipuaçu,"-26,6708","-52,4826",89832-000,Santa Catarina,SC
Ipumirim,"-27,0478","-52,1402",89790-000,Santa Catarina,SC
Iraceminha,"-26,855","-53,3185",89891-000,Santa Catarina,SC
Irani,"-27,0363","-51,9178",89680-000,Santa Catarina,SC
Irati,"-26,6411","-52,8996",89856-000,Santa Catarina,SC
Irineópolis,"-26,3332","-50,7833",89440-000,Santa Catarina,SC
Itá,"-27,2311","-52,3097",89760-000,Santa Catarina,SC
Itaiópolis,"-26,4761","-49,9046",89340-000,Santa Catarina,SC
Itajaí,"-26,9752","-48,7715",88300-000,Santa Catarina,SC
Itapema,"-27,1072","-48,6244",88220-000,Santa Catarina,SC
Itapiranga,"-27,1006","-53,7216",89896-000,Santa Catarina,SC
Itapoá,"-26,0455","-48,6687",89249-000,Santa Catarina,SC
Ituporanga,"-27,4827","-49,4913",88400-000,Santa Catarina,SC
Jaborá,"-27,1285","-51,7987",89677-000,Santa Catarina,SC
Jacinto Machado,"-29,0118","-49,8879",88950-000,Santa Catarina,SC
Jaguaruna,"-28,6591","-49,0798",88715-000,Santa Catarina,SC
Jaraguá do Sul,"-26,4281","-49,1467",89250-000,Santa Catarina,SC
Jardinópolis,"-26,721944","-52,86",89250-000,Santa Catarina,SC
Joaçaba,"-27,1537","-51,592",89600-000,Santa Catarina,SC
Joinville,"-26,2659","-48,9987",89200-000,Santa Catarina,SC
José Boiteux,"-26,8385","-49,6462",89145-000,Santa Catarina,SC
Jupiá,"-26,411","-52,731",89839-000,Santa Catarina,SC
Lacerdópolis,"-27,2535","-51,585",89660-000,Santa Catarina,SC
Lages,"-27,9449","-50,3525",88500-000,Santa Catarina,SC
Laguna,"-28,4707","-48,8383",88790-000,Santa Catarina,SC
Lajeado Grande,"-26,8505","-52,5407",89828-000,Santa Catarina,SC
Laurentino,"-27,2085","-49,7341",89170-000,Santa Catarina,SC
Lauro Muller,"-28,3854","-49,4672",88880-000,Santa Catarina,SC
Lebon Régis,"-26,8852","-50,6781",89515-000,Santa Catarina,SC
Leoberto Leal,"-27,488","-49,2512",88445-000,Santa Catarina,SC
Lindóia do Sul,"-27,0325","-52,0406",89735-000,Santa Catarina,SC
Lontras,"-27,1793","-49,4992",89182-000,Santa Catarina,SC
Luiz Alves,"-26,7363","-48,8853",89115-000,Santa Catarina,SC
Luzerna,"-27,0766","-51,4935",89609-000,Santa Catarina,SC
Macieira,"-26,8107","-51,3434",89518-000,Santa Catarina,SC
Mafra,"-26,2794","-49,8441",89300-000,Santa Catarina,SC
Major Gercino,"-27,4233","-49,0574",88260-000,Santa Catarina,SC
Major Vieira,"-26,4948","-50,3271",89480-000,Santa Catarina,SC
Maracajá,"-28,8518","-49,4644",88915-000,Santa Catarina,SC
Maravilha,"-26,758","-53,1828",89874-000,Santa Catarina,SC
Marema,"-26,7977","-52,6205",89860-000,Santa Catarina,SC
Massaranduba,"-26,6198","-48,9821",89108-000,Santa Catarina,SC
Matos Costa,"-26,4836","-51,1629",89420-000,Santa Catarina,SC
Meleiro,"-28,8579","-49,5997",88920-000,Santa Catarina,SC
Mirim Doce,"-27,1732","-50,1887",89194-000,Santa Catarina,SC
Modelo,"-26,7729","-53,0504",89872-000,Santa Catarina,SC
Mondaí,"-27,084","-53,4397",89893-000,Santa Catarina,SC
Monte Carlo,"-27,1868","-50,9211",89618-000,Santa Catarina,SC
Monte Castelo,"-26,461944","-50,230833",89618-000,Santa Catarina,SC
Morro da Fumaça,"-28,6386","-49,2624",88830-000,Santa Catarina,SC
Morro Grande,"-28,7255","-49,7479",88925-000,Santa Catarina,SC
Navegantes,"-26,8177","-48,7347",88375-000,Santa Catarina,SC
Nova Erechim,"-26,913","-52,8985",89865-000,Santa Catarina,SC
Nova Itaberaba,"-26,9316","-52,8401",89818-000,Santa Catarina,SC
Nova Trento,"-27,3047","-49,0426",88270-000,Santa Catarina,SC
Nova Veneza,"-28,636944","-49,497778",88270-000,Santa Catarina,SC
Novo Horizonte,"-26,443889","-52,833889",88270-000,Santa Catarina,SC
Orleans,"-28,3001","-49,3542",88870-000,Santa Catarina,SC
Otacílio Costa,"-27,5145","-49,949",88540-000,Santa Catarina,SC
Ouro,"-27,287","-51,6816",89663-000,Santa Catarina,SC
Ouro Verde,"-26,693889","-52,311944",89663-000,Santa Catarina,SC
Paial,"-27,203","-52,4755",89765-000,Santa Catarina,SC
Painel,"-27,9747","-50,0598",88543-000,Santa Catarina,SC
Palhoça,"-27,802","-48,6591",88130-000,Santa Catarina,SC
Palma Sola,"-26,3915","-53,3317",89985-000,Santa Catarina,SC
Palmeira,"-27,5565","-50,165",88545-000,Santa Catarina,SC
Palmitos,"-27,0807","-53,1781",89887-000,Santa Catarina,SC
Papanduva,"-26,4763","-50,1747",89370-000,Santa Catarina,SC
Paraíso,"-26,613889","-53,671944",89370-000,Santa Catarina,SC
Passo de Torres,"-29,2939","-49,7409",88980-000,Santa Catarina,SC
Passos Maia,"-26,7077","-51,9472",89687-000,Santa Catarina,SC
Paulo Lopes,"-27,9468","-48,7406",88490-000,Santa Catarina,SC
Pedras Grandes,"-28,4827","-49,2203",88720-000,Santa Catarina,SC
Penha,"-26,8023","-48,6271",88385-000,Santa Catarina,SC
Peritiba,"-27,3484","-51,8869",89750-000,Santa Catarina,SC
Petrolândia,"-27,535","-49,697778",89750-000,Santa Catarina,SC
Pinhalzinho,"-26,847778","-52,991944",89750-000,Santa Catarina,SC
Pinheiro Preto,"-27,0546","-51,2271",89570-000,Santa Catarina,SC
Piratuba,"-27,4562","-51,7747",89667-000,Santa Catarina,SC
Planalto Alegre,"-27,0735","-52,855",89882-000,Santa Catarina,SC
Pomerode,"-26,724","-49,169",89107-000,Santa Catarina,SC
Ponte Alta,"-27,4257","-50,2936",88550-000,Santa Catarina,SC
Ponte Alta do Norte,"-27,1813","-50,4358",89535-000,Santa Catarina,SC
Ponte Serrada,"-26,8605","-51,9107",89683-000,Santa Catarina,SC
Porto Belo,"-27,1563","-48,5953",88210-000,Santa Catarina,SC
Porto União,"-26,3924","-51,0115",89400-000,Santa Catarina,SC
Pouso Redondo,"-27,3039","-49,9847",89172-000,Santa Catarina,SC
Praia Grande,"-29,196944","-49,95",89172-000,Santa Catarina,SC
Presidente Castello Branco,"-27,222778","-51,806944",89172-000,Santa Catarina,SC
Presidente Getúlio,"-27,0447","-49,7353",89150-000,Santa Catarina,SC
Presidente Nereu,"-27,2632","-49,3227",89184-000,Santa Catarina,SC
Princesa,"-26,4322","-53,6248",89935-000,Santa Catarina,SC
Quilombo,"-26,7264","-52,6767",89850-000,Santa Catarina,SC
Rancho Queimado,"-27,7073","-49,0716",88470-000,Santa Catarina,SC
Rio das Antas,"-26,9073","-51,0296",89550-000,Santa Catarina,SC
Rio do Campo,"-26,8609","-50,112",89198-000,Santa Catarina,SC
Rio do Oeste,"-27,1487","-49,8455",89180-000,Santa Catarina,SC
Rio do Sul,"-27,1959","-49,6353",89160-000,Santa Catarina,SC
Rio dos Cedros,"-26,6109","-49,3723",89121-000,Santa Catarina,SC
Rio Fortuna,"-28,0844","-49,2012",88760-000,Santa Catarina,SC
Rio Negrinho,"-26,4157","-49,5678",89295-000,Santa Catarina,SC
Rio Rufino,"-27,9557","-49,7792",88658-000,Santa Catarina,SC
Riqueza,"-26,9819","-53,3396",89895-000,Santa Catarina,SC
Rodeio,"-26,885","-49,3523",89136-000,Santa Catarina,SC
Romelândia,"-26,6724","-53,3109",89908-000,Santa Catarina,SC
Salete,"-26,9376","-49,9972",89196-000,Santa Catarina,SC
Saltinho,"-26,608889","-53,055833",89196-000,Santa Catarina,SC
Salto Veloso,"-26,9082","-51,4147",89595-000,Santa Catarina,SC
Sangão,"-28,6701","-49,1221",88717-000,Santa Catarina,SC
Santa Cecília,"-26,9328","-50,4611",89540-000,Santa Catarina,SC
Santa Helena,"-26,9235","-53,609",89915-000,Santa Catarina,SC
Santa Rosa de Lima,"-28,038889","-49,127778",89915-000,Santa Catarina,SC
Santa Rosa do Sul,"-29,0975","-49,7351",88965-000,Santa Catarina,SC
Santa Terezinha,"-26,778889","-50,007778",88965-000,Santa Catarina,SC
Santa Terezinha do Progresso,"-26,5987","-53,1842",89983-000,Santa Catarina,SC
Santiago do Sul,"-26,6306","-52,6747",89854-000,Santa Catarina,SC
Santo Amaro da Imperatriz,"-27,7515","-48,8048",88140-000,Santa Catarina,SC
São Bento do Sul,"-26,3121","-49,3832",89290-000,Santa Catarina,SC
São Bernardino,"-26,4626","-52,9692",89982-000,Santa Catarina,SC
São Bonifácio,"-27,9566","-48,9397",88485-000,Santa Catarina,SC
São Carlos,"-27,077778","-53,003889",88485-000,Santa Catarina,SC
São Cristovão do Sul,"-27,2671","-50,3773",89533-000,Santa Catarina,SC
São Domingos,"-26,557778","-52,531944",89533-000,Santa Catarina,SC
São Francisco do Sul,"-26,2655","-48,6325",89240-000,Santa Catarina,SC
São João Batista,"-27,3414","-48,8723",88240-000,Santa Catarina,SC
São João do Itaperiú,"-26,6027","-48,8005",88395-000,Santa Catarina,SC
São João do Oeste,"-27,0831","-53,5922",89897-000,Santa Catarina,SC
São João do Sul,"-29,2071","-49,851",88970-000,Santa Catarina,SC
São Joaquim,"-28,3018","-49,9979",88600-000,Santa Catarina,SC
São José,"-27,5798","-48,6584",88100-000,Santa Catarina,SC
São José do Cedro,"-26,4813","-53,5628",89930-000,Santa Catarina,SC
São José do Cerrito,"-27,604","-50,6566",88570-000,Santa Catarina,SC
São Lourenço do Oeste,"-26,4566","-52,8551",89990-000,Santa Catarina,SC
São Ludgero,"-28,3425","-49,1754",88730-000,Santa Catarina,SC
São Martinho,"-28,1051","-48,9856",88765-000,Santa Catarina,SC
São Miguel da Boa Vista,"-26,686","-53,2572",89879-000,Santa Catarina,SC
São Miguel do Oeste,"-26,7187","-53,5194",89900-000,Santa Catarina,SC
São Pedro de Alcântara,"-27,5728","-48,8392",88125-000,Santa Catarina,SC
Saudades,"-26,879","-53,0404",89868-000,Santa Catarina,SC
Schroeder,"-26,3749","-49,0627",89275-000,Santa Catarina,SC
Seara,"-27,1448","-52,3486",89770-000,Santa Catarina,SC
Serra Alta,"-26,7024","-53,014",89871-000,Santa Catarina,SC
Siderópolis,"-28,563","-49,5364",88860-000,Santa Catarina,SC
Sombrio,"-29,0819","-49,6918",88960-000,Santa Catarina,SC
Sul Brasil,"-26,7069","-52,9435",89855-000,Santa Catarina,SC
Taió,"-27,089","-50,0993",89190-000,Santa Catarina,SC
Tangará,"-27,1259","-51,0994",89642-000,Santa Catarina,SC
Tigrinhos,"-26,6657","-53,1612",89875-000,Santa Catarina,SC
Tijucas,"-27,247","-48,7162",88200-000,Santa Catarina,SC
Timbé do Sul,"-28,7909","-49,8951",88940-000,Santa Catarina,SC
Timbó,"-26,8206","-49,2873",89120-000,Santa Catarina,SC
Timbó Grande,"-26,6246","-50,6355",89545-000,Santa Catarina,SC
Três Barras,"-26,1651","-50,2714",89490-000,Santa Catarina,SC
Treviso,"-28,4994","-49,5036",88862-000,Santa Catarina,SC
Treze de Maio,"-28,5392","-49,145",88710-000,Santa Catarina,SC
Treze Tílias,"-26,9573","-51,4318",89650-000,Santa Catarina,SC
Trombudo Central,"-27,308","-49,8125",89176-000,Santa Catarina,SC
Tubarão,"-28,4926","-49,0365",88700-000,Santa Catarina,SC
Tunápolis,"-26,9925","-53,6562",89898-000,Santa Catarina,SC
Turvo,"-28,8983","-49,6827",88930-000,Santa Catarina,SC
União do Oeste,"-26,7998","-52,8926",89845-000,Santa Catarina,SC
Urubici,"-28,05","-49,5742",88650-000,Santa Catarina,SC
Urupema,"-28,0416","-49,9297",88625-000,Santa Catarina,SC
Urussanga,"-28,4746","-49,3125",88840-000,Santa Catarina,SC
Vargeão,"-26,8443","-52,1533",89690-000,Santa Catarina,SC
Vargem,"-27,488889","-50,975",89690-000,Santa Catarina,SC
Vargem Bonita,"-26,933","-51,7464",89675-000,Santa Catarina,SC
Vidal Ramos,"-27,3897","-49,3382",88443-000,Santa Catarina,SC
Videira,"-27,0344","-51,1016",89560-000,Santa Catarina,SC
Vitor Meireles,"-26,8267","-49,8552",89148-000,Santa Catarina,SC
Witmarsum,"-26,9501","-49,8559",89157-000,Santa Catarina,SC
Xanxerê,"-26,8667","-52,4149",89820-000,Santa Catarina,SC
Xavantina,"-26,9882","-52,3291",89780-000,Santa Catarina,SC
Xaxim,"-26,9869","-52,5161",89825-000,Santa Catarina,SC
Zortéa,"-27,4974","-51,5086",89633-000,Santa Catarina,SC
Amparo de São Francisco,"-10,1374","-36,9222",49920-000,Sergipe,SE
Aquidabã,"-10,3162","-37,1045",49790-000,Sergipe,SE
Aracaju,"-10,9823","-37,1033",49000-000,Sergipe,SE
Arauá,"-11,2438","-37,5695",49220-000,Sergipe,SE
Areia Branca,"-10,7426","-37,3012",49580-000,Sergipe,SE
Barra dos Coqueiros,"-10,8277","-36,9609",49140-000,Sergipe,SE
Boquim,"-11,1311","-37,6094",49360-000,Sergipe,SE
Brejo Grande,"-10,4924","-36,4588",49995-000,Sergipe,SE
Campo do Brito,"-10,7722","-37,5053",49520-000,Sergipe,SE
Canhoba,"-10,1485","-37,0003",49880-000,Sergipe,SE
Canindé de São Francisco,"-9,7108","-37,9457",49820-000,Sergipe,SE
Capela,"-10,4283","-37,0567",49700-000,Sergipe,SE
Carira,"-10,3655","-37,7499",49550-000,Sergipe,SE
Carmópolis,"-10,6671","-36,9575",49740-000,Sergipe,SE
Cedro de São João,"-10,2805","-36,8883",49930-000,Sergipe,SE
Cristinápolis,"-11,4951","-37,7195",49270-000,Sergipe,SE
Cumbe,"-10,3496","-37,1767",49660-000,Sergipe,SE
Divina Pastora,"-10,6793","-37,1682",49650-000,Sergipe,SE
Estância,"-11,2383","-37,4205",49200-000,Sergipe,SE
Feira Nova,"-10,265556","-37,312222",49200-000,Sergipe,SE
Frei Paulo,"-10,5222","-37,5803",49514-000,Sergipe,SE
